event_id,band,band_label,component,variant,metric,value
387,1,28-86km,u,blur_sigma1,freq_l1,0.041776612401008606
387,1,28-86km,u,blur_sigma1,freq_l1_unweighted,0.06382530182600021
387,1,28-86km,u,blur_sigma1,melr,-0.042748481035232544
387,1,28-86km,u,blur_sigma1,swd,0.01776682399213314
387,1,28-86km,v,blur_sigma1,freq_l1,0.07043667137622833
387,1,28-86km,v,blur_sigma1,freq_l1_unweighted,0.11382371932268143
387,1,28-86km,v,blur_sigma1,melr,-0.06145092099905014
387,1,28-86km,v,blur_sigma1,swd,0.03539806976914406
387,2,57-175km,u,blur_sigma1,freq_l1,0.012625789269804955
387,2,57-175km,u,blur_sigma1,freq_l1_unweighted,0.017503827810287476
387,2,57-175km,u,blur_sigma1,melr,-0.0107822734862566
387,2,57-175km,u,blur_sigma1,swd,0.005559784825891256
387,2,57-175km,v,blur_sigma1,freq_l1,0.02044202759861946
387,2,57-175km,v,blur_sigma1,freq_l1_unweighted,0.02792830392718315
387,2,57-175km,v,blur_sigma1,melr,-0.012932324782013893
387,2,57-175km,v,blur_sigma1,swd,0.009648152627050877
387,3,114-359km,u,blur_sigma1,freq_l1,0.00310738617554307
387,3,114-359km,u,blur_sigma1,freq_l1_unweighted,0.003964356146752834
387,3,114-359km,u,blur_sigma1,melr,-0.0025488536339253187
387,3,114-359km,u,blur_sigma1,swd,0.0017188742058351636
387,3,114-359km,v,blur_sigma1,freq_l1,0.004863332957029343
387,3,114-359km,v,blur_sigma1,freq_l1_unweighted,0.006234375759959221
387,3,114-359km,v,blur_sigma1,melr,-0.0029505244456231594
387,3,114-359km,v,blur_sigma1,swd,0.0028898983728140593
387,4,>325km,u,blur_sigma1,freq_l1,0.0002590372459962964
387,4,>325km,u,blur_sigma1,freq_l1_unweighted,0.0003005765611305833
387,4,>325km,u,blur_sigma1,melr,-0.00031781563302502036
387,4,>325km,u,blur_sigma1,swd,0.0008269844111055136
387,4,>325km,v,blur_sigma1,freq_l1,0.0004676050157286227
387,4,>325km,v,blur_sigma1,freq_l1_unweighted,0.000547539908438921
387,4,>325km,v,blur_sigma1,melr,-0.00010399406892247498
387,4,>325km,v,blur_sigma1,swd,0.0022767153568565845
387,0,6-25km,u,blur_sigma2,freq_l1,0.1663186103105545
387,0,6-25km,u,blur_sigma2,freq_l1_unweighted,0.3444204330444336
387,0,6-25km,u,blur_sigma2,melr,-0.2940572202205658
387,0,6-25km,u,blur_sigma2,swd,0.20838086307048798
387,0,6-25km,v,blur_sigma2,freq_l1,0.2884718179702759
387,0,6-25km,v,blur_sigma2,freq_l1_unweighted,0.7131179571151733
387,0,6-25km,v,blur_sigma2,melr,-0.5887829065322876
387,0,6-25km,v,blur_sigma2,swd,0.4926179349422455
387,1,28-86km,u,blur_sigma2,freq_l1,0.11998021602630615
387,1,28-86km,u,blur_sigma2,freq_l1_unweighted,0.19085945188999176
387,1,28-86km,u,blur_sigma2,melr,-0.13194619119167328
387,1,28-86km,u,blur_sigma2,swd,0.05365832895040512
387,1,28-86km,v,blur_sigma2,freq_l1,0.19709479808807373
387,1,28-86km,v,blur_sigma2,freq_l1_unweighted,0.33356302976608276
387,1,28-86km,v,blur_sigma2,melr,-0.18977856636047363
387,1,28-86km,v,blur_sigma2,swd,0.09692492336034775
387,2,57-175km,u,blur_sigma2,freq_l1,0.044765591621398926
387,2,57-175km,u,blur_sigma2,freq_l1_unweighted,0.0628330409526825
387,2,57-175km,u,blur_sigma2,melr,-0.039560601115226746
387,2,57-175km,u,blur_sigma2,swd,0.020040467381477356
387,2,57-175km,v,blur_sigma2,freq_l1,0.07208549976348877
387,2,57-175km,v,blur_sigma2,freq_l1_unweighted,0.09998497366905212
387,2,57-175km,v,blur_sigma2,melr,-0.04777892678976059
387,2,57-175km,v,blur_sigma2,swd,0.03445000573992729
387,3,114-359km,u,blur_sigma2,freq_l1,0.011516254395246506
387,3,114-359km,u,blur_sigma2,freq_l1_unweighted,0.014817316085100174
387,3,114-359km,u,blur_sigma2,melr,-0.009758410044014454
387,3,114-359km,u,blur_sigma2,swd,0.005903071258217096
387,3,114-359km,v,blur_sigma2,freq_l1,0.018286824226379395
387,3,114-359km,v,blur_sigma2,freq_l1_unweighted,0.02367357537150383
387,3,114-359km,v,blur_sigma2,melr,-0.011697119101881981
387,3,114-359km,v,blur_sigma2,swd,0.012698609381914139
387,4,>325km,u,blur_sigma2,freq_l1,0.0009085453930310905
387,4,>325km,u,blur_sigma2,freq_l1_unweighted,0.0010780403390526772
387,4,>325km,u,blur_sigma2,melr,-0.0011871086899191141
387,4,>325km,u,blur_sigma2,swd,0.002600277541205287
387,4,>325km,v,blur_sigma2,freq_l1,0.0017529602628201246
387,4,>325km,v,blur_sigma2,freq_l1_unweighted,0.002070971764624119
387,4,>325km,v,blur_sigma2,melr,-0.0004848701355513185
387,4,>325km,v,blur_sigma2,swd,0.009470782242715359
240,0,6-25km,u,shift_2px,freq_l1,0.46788138151168823
240,0,6-25km,u,shift_2px,freq_l1_unweighted,0.8526087403297424
240,0,6-25km,u,shift_2px,melr,4.4375944696639635e-08
240,0,6-25km,u,shift_2px,swd,0.05065528303384781
240,0,6-25km,v,shift_2px,freq_l1,0.42055565118789673
240,0,6-25km,v,shift_2px,freq_l1_unweighted,0.7380000352859497
240,0,6-25km,v,shift_2px,melr,3.328195674612289e-08
240,0,6-25km,v,shift_2px,swd,0.051526714116334915
240,1,28-86km,u,shift_2px,freq_l1,0.4357149004936218
240,1,28-86km,u,shift_2px,freq_l1_unweighted,0.5943686366081238
240,1,28-86km,u,shift_2px,melr,2.2187972348319818e-08
240,1,28-86km,u,shift_2px,swd,0.017615020275115967
240,1,28-86km,v,shift_2px,freq_l1,0.4116124212741852
240,1,28-86km,v,shift_2px,freq_l1_unweighted,0.5546804666519165
240,1,28-86km,v,shift_2px,melr,2.2187972348319818e-08
240,1,28-86km,v,shift_2px,swd,0.02228907123208046
240,2,57-175km,u,shift_2px,freq_l1,0.2618115544319153
240,2,57-175km,u,shift_2px,freq_l1_unweighted,0.31435105204582214
240,2,57-175km,u,shift_2px,melr,9.244985221812385e-09
240,2,57-175km,u,shift_2px,swd,0.013085522688925266
240,2,57-175km,v,shift_2px,freq_l1,0.24719871580600739
240,2,57-175km,v,shift_2px,freq_l1_unweighted,0.29586729407310486
240,2,57-175km,v,shift_2px,melr,-3.6979963535799243e-09
240,2,57-175km,v,shift_2px,swd,0.014850874431431293
240,3,114-359km,u,shift_2px,freq_l1,0.1361893117427826
240,3,114-359km,u,shift_2px,freq_l1_unweighted,0.14566557109355927
240,3,114-359km,u,shift_2px,melr,-1.8489991759906843e-09
240,3,114-359km,u,shift_2px,swd,0.00626634294167161
240,3,114-359km,v,shift_2px,freq_l1,0.13434815406799316
240,3,114-359km,v,shift_2px,freq_l1_unweighted,0.14047016203403473
240,3,114-359km,v,shift_2px,melr,-1.8489985098568695e-09
240,3,114-359km,v,shift_2px,swd,0.008064324967563152
240,4,>325km,u,shift_2px,freq_l1,0.026186663657426834
240,4,>325km,u,shift_2px,freq_l1_unweighted,0.024949537590146065
240,4,>325km,u,shift_2px,melr,1.1093985285981489e-08
240,4,>325km,u,shift_2px,swd,0.005747293122112751
240,4,>325km,v,shift_2px,freq_l1,0.0261976420879364
240,4,>325km,v,shift_2px,freq_l1_unweighted,0.027821194380521774
240,4,>325km,v,shift_2px,melr,-1.6640983702131962e-08
240,4,>325km,v,shift_2px,swd,0.007859433069825172
240,0,6-25km,u,shift_3px,freq_l1,0.5212478041648865
240,0,6-25km,u,shift_3px,freq_l1_unweighted,0.9033388495445251
240,0,6-25km,u,shift_3px,melr,4.8073939495907325e-08
240,0,6-25km,u,shift_3px,swd,0.053755756467580795
240,0,6-25km,v,shift_3px,freq_l1,0.45961302518844604
240,0,6-25km,v,shift_3px,freq_l1_unweighted,0.7678943276405334
240,0,6-25km,v,shift_3px,melr,4.067794634465827e-08
240,0,6-25km,v,shift_3px,swd,0.04314270243048668
240,1,28-86km,u,shift_3px,freq_l1,0.5636157989501953
240,1,28-86km,u,shift_3px,freq_l1_unweighted,0.8123258948326111
240,1,28-86km,u,shift_3px,melr,2.9583961946855197e-08
240,1,28-86km,u,shift_3px,swd,0.024410555139183998
240,1,28-86km,v,shift_3px,freq_l1,0.5254681706428528
240,1,28-86km,v,shift_3px,freq_l1_unweighted,0.7550320625305176
240,1,28-86km,v,shift_3px,melr,1.4791980973427599e-08
240,1,28-86km,v,shift_3px,swd,0.024326171725988388
240,2,57-175km,u,shift_3px,freq_l1,0.376421719789505
240,2,57-175km,u,shift_3px,freq_l1_unweighted,0.4607910215854645
240,2,57-175km,u,shift_3px,melr,-1.5225915917543745e-15
240,2,57-175km,u,shift_3px,swd,0.016735225915908813
240,2,57-175km,v,shift_3px,freq_l1,0.3543100953102112
240,2,57-175km,v,shift_3px,freq_l1_unweighted,0.4330349564552307
240,2,57-175km,v,shift_3px,melr,-5.546994419347584e-09
240,2,57-175km,v,shift_3px,swd,0.01604011096060276
240,3,114-359km,u,shift_3px,freq_l1,0.20209063589572906
240,3,114-359km,u,shift_3px,freq_l1_unweighted,0.21732287108898163
240,3,114-359km,u,shift_3px,melr,-1.2942986238329013e-08
240,3,114-359km,u,shift_3px,swd,0.008451742120087147
240,3,114-359km,v,shift_3px,freq_l1,0.19923774898052216
240,3,114-359km,v,shift_3px,freq_l1_unweighted,0.20948663353919983
240,3,114-359km,v,shift_3px,melr,-3.697997241758344e-09
240,3,114-359km,v,shift_3px,swd,0.011317424476146698
240,4,>325km,u,shift_3px,freq_l1,0.0393243171274662
240,4,>325km,u,shift_3px,freq_l1_unweighted,0.037401292473077774
240,4,>325km,u,shift_3px,melr,3.6979952433568997e-09
240,4,>325km,u,shift_3px,swd,0.008689148351550102
240,4,>325km,v,shift_3px,freq_l1,0.039233528077602386
240,4,>325km,v,shift_3px,freq_l1_unweighted,0.04169245436787605
240,4,>325km,v,shift_3px,melr,-3.6979983519813686e-09
240,4,>325km,v,shift_3px,swd,0.011533752083778381
240,0,6-25km,u,blur_sigma0.5,freq_l1,0.039986055344343185
240,0,6-25km,u,blur_sigma0.5,freq_l1_unweighted,0.07435460388660431
240,0,6-25km,u,blur_sigma0.5,melr,-0.0767657682299614
240,0,6-25km,u,blur_sigma0.5,swd,0.04234360530972481
240,0,6-25km,v,blur_sigma0.5,freq_l1,0.03446265310049057
240,0,6-25km,v,blur_sigma0.5,freq_l1_unweighted,0.059044092893600464
240,0,6-25km,v,blur_sigma0.5,melr,-0.0689818412065506
240,0,6-25km,v,blur_sigma0.5,swd,0.0360930934548378
240,1,28-86km,u,blur_sigma0.5,freq_l1,0.011211077682673931
240,1,28-86km,u,blur_sigma0.5,freq_l1_unweighted,0.01582879014313221
240,1,28-86km,u,blur_sigma0.5,melr,-0.011439858004450798
240,1,28-86km,u,blur_sigma0.5,swd,0.004452468361705542
240,1,28-86km,v,blur_sigma0.5,freq_l1,0.010020529851317406
240,1,28-86km,v,blur_sigma0.5,freq_l1_unweighted,0.013871616683900356
240,1,28-86km,v,blur_sigma0.5,melr,-0.01121166069060564
240,1,28-86km,v,blur_sigma0.5,swd,0.00415773643180728
240,2,57-175km,u,blur_sigma0.5,freq_l1,0.002941236598417163
240,2,57-175km,u,blur_sigma0.5,freq_l1_unweighted,0.0036804478149861097
240,2,57-175km,u,blur_sigma0.5,melr,-0.0022606984712183475
240,2,57-175km,u,blur_sigma0.5,swd,0.0011892872862517834
240,2,57-175km,v,blur_sigma0.5,freq_l1,0.0026263673789799213
240,2,57-175km,v,blur_sigma0.5,freq_l1_unweighted,0.003308727638795972
240,2,57-175km,v,blur_sigma0.5,melr,-0.0024166093207895756
240,2,57-175km,v,blur_sigma0.5,swd,0.0010929573327302933
240,3,114-359km,u,blur_sigma0.5,freq_l1,0.0007190540782175958
240,3,114-359km,u,blur_sigma0.5,freq_l1_unweighted,0.0008032764890231192
240,3,114-359km,u,blur_sigma0.5,melr,-0.0004583451081998646
240,3,114-359km,u,blur_sigma0.5,swd,0.00027471076464280486
240,3,114-359km,v,blur_sigma0.5,freq_l1,0.0006407782202586532
240,3,114-359km,v,blur_sigma0.5,freq_l1_unweighted,0.0007368940277956426
240,3,114-359km,v,blur_sigma0.5,melr,-0.0005557629046961665
240,3,114-359km,v,blur_sigma0.5,swd,0.00031630881130695343
240,4,>325km,u,blur_sigma0.5,freq_l1,5.113357838126831e-05
240,4,>325km,u,blur_sigma0.5,freq_l1_unweighted,5.1576851546997204e-05
240,4,>325km,u,blur_sigma0.5,melr,-1.9463330318103544e-05
240,4,>325km,u,blur_sigma0.5,swd,0.00017824512906372547
240,4,>325km,v,blur_sigma0.5,freq_l1,5.962426439509727e-05
240,4,>325km,v,blur_sigma0.5,freq_l1_unweighted,5.728800533688627e-05
240,4,>325km,v,blur_sigma0.5,melr,-2.2074000298744068e-05
240,4,>325km,v,blur_sigma0.5,swd,0.00017042776744347066
240,0,6-25km,u,blur_sigma1,freq_l1,0.1201118603348732
240,0,6-25km,u,blur_sigma1,freq_l1_unweighted,0.23191054165363312
240,0,6-25km,u,blur_sigma1,melr,-0.23782260715961456
240,0,6-25km,u,blur_sigma1,swd,0.13351105153560638
240,0,6-25km,v,blur_sigma1,freq_l1,0.10516433417797089
240,0,6-25km,v,blur_sigma1,freq_l1_unweighted,0.18741409480571747
240,0,6-25km,v,blur_sigma1,melr,-0.21318617463111877
240,0,6-25km,v,blur_sigma1,swd,0.11083858460187912
240,1,28-86km,u,blur_sigma1,freq_l1,0.047014009207487106
240,1,28-86km,u,blur_sigma1,freq_l1_unweighted,0.0670226439833641
240,1,28-86km,u,blur_sigma1,melr,-0.048714883625507355
240,1,28-86km,u,blur_sigma1,swd,0.01855265535414219
240,1,28-86km,v,blur_sigma1,freq_l1,0.04205511137843132
240,1,28-86km,v,blur_sigma1,freq_l1_unweighted,0.05889790877699852
240,1,28-86km,v,blur_sigma1,melr,-0.047921836376190186
240,1,28-86km,v,blur_sigma1,swd,0.018284516409039497
240,2,57-175km,u,blur_sigma1,freq_l1,0.013117651455104351
240,2,57-175km,u,blur_sigma1,freq_l1_unweighted,0.016418540850281715
240,2,57-175km,u,blur_sigma1,melr,-0.010240311734378338
240,2,57-175km,u,blur_sigma1,swd,0.005134381353855133
240,2,57-175km,v,blur_sigma1,freq_l1,0.011700673960149288
240,2,57-175km,v,blur_sigma1,freq_l1_unweighted,0.014815358445048332
240,2,57-175km,v,blur_sigma1,melr,-0.010976395569741726
240,2,57-175km,v,blur_sigma1,swd,0.0046162656508386135
240,3,114-359km,u,blur_sigma1,freq_l1,0.0031892971601337194
240,3,114-359km,u,blur_sigma1,freq_l1_unweighted,0.0035659675486385822
240,3,114-359km,u,blur_sigma1,melr,-0.0021049503702670336
240,3,114-359km,u,blur_sigma1,swd,0.0013137639034539461
240,3,114-359km,v,blur_sigma1,freq_l1,0.002853142097592354
240,3,114-359km,v,blur_sigma1,freq_l1_unweighted,0.003302380908280611
240,3,114-359km,v,blur_sigma1,melr,-0.002562076086178422
240,3,114-359km,v,blur_sigma1,swd,0.0016048412071540952
240,4,>325km,u,blur_sigma1,freq_l1,0.00020996028615627438
240,4,>325km,u,blur_sigma1,freq_l1_unweighted,0.00021688462584279478
240,4,>325km,u,blur_sigma1,melr,-0.00010024472430814058
240,4,>325km,u,blur_sigma1,swd,0.0004967442364431918
240,4,>325km,v,blur_sigma1,freq_l1,0.00025849847588688135
240,4,>325km,v,blur_sigma1,freq_l1_unweighted,0.0002506986493244767
240,4,>325km,v,blur_sigma1,melr,-0.00010177564399782568
240,4,>325km,v,blur_sigma1,swd,0.0005429277080111206
240,0,6-25km,u,blur_sigma2,freq_l1,0.1911584436893463
240,0,6-25km,u,blur_sigma2,freq_l1_unweighted,0.39039346575737
240,0,6-25km,u,blur_sigma2,melr,-0.391984224319458
240,0,6-25km,u,blur_sigma2,swd,0.23520490527153015
240,0,6-25km,v,blur_sigma2,freq_l1,0.16872110962867737
240,0,6-25km,v,blur_sigma2,freq_l1_unweighted,0.32090288400650024
240,0,6-25km,v,blur_sigma2,melr,-0.3535262644290924
240,0,6-25km,v,blur_sigma2,swd,0.2087332010269165
240,1,28-86km,u,blur_sigma2,freq_l1,0.13302184641361237
240,1,28-86km,u,blur_sigma2,freq_l1_unweighted,0.19678513705730438
240,1,28-86km,u,blur_sigma2,melr,-0.14517855644226074
240,1,28-86km,u,blur_sigma2,swd,0.053371161222457886
240,1,28-86km,v,blur_sigma2,freq_l1,0.1194407194852829
240,1,28-86km,v,blur_sigma2,freq_l1_unweighted,0.17407922446727753
240,1,28-86km,v,blur_sigma2,melr,-0.14460451900959015
240,1,28-86km,v,blur_sigma2,swd,0.05211125686764717
240,2,57-175km,u,blur_sigma2,freq_l1,0.046603161841630936
240,2,57-175km,u,blur_sigma2,freq_l1_unweighted,0.05880854278802872
240,2,57-175km,u,blur_sigma2,melr,-0.037217408418655396
240,2,57-175km,u,blur_sigma2,swd,0.01935671456158161
240,2,57-175km,v,blur_sigma2,freq_l1,0.0414351262152195
240,2,57-175km,v,blur_sigma2,freq_l1_unweighted,0.0532047264277935
240,2,57-175km,v,blur_sigma2,melr,-0.040220651775598526
240,2,57-175km,v,blur_sigma2,swd,0.019327877089381218
240,3,114-359km,u,blur_sigma2,freq_l1,0.011908217333257198
240,3,114-359km,u,blur_sigma2,freq_l1_unweighted,0.013350019231438637
240,3,114-359km,u,blur_sigma2,melr,-0.008158477023243904
240,3,114-359km,u,blur_sigma2,swd,0.005440050270408392
240,3,114-359km,v,blur_sigma2,freq_l1,0.010686561465263367
240,3,114-359km,v,blur_sigma2,freq_l1_unweighted,0.012479642406105995
240,3,114-359km,v,blur_sigma2,melr,-0.009997774846851826
240,3,114-359km,v,blur_sigma2,swd,0.00523547176271677
240,4,>325km,u,blur_sigma2,freq_l1,0.0007264152518473566
240,4,>325km,u,blur_sigma2,freq_l1_unweighted,0.0007756634731777012
240,4,>325km,u,blur_sigma2,melr,-0.00045300903730094433
240,4,>325km,u,blur_sigma2,swd,0.0014341350179165602
240,4,>325km,v,blur_sigma2,freq_l1,0.0009647401748225093
240,4,>325km,v,blur_sigma2,freq_l1_unweighted,0.0009437808184884489
240,4,>325km,v,blur_sigma2,melr,-0.0004007557581644505
240,4,>325km,v,blur_sigma2,swd,0.0021558268927037716
388,0,6-25km,u,shift_2px,freq_l1,0.41645434498786926
388,0,6-25km,u,shift_2px,freq_l1_unweighted,0.7055532932281494
388,0,6-25km,u,shift_2px,melr,4.0267060796850274e-08
388,0,6-25km,u,shift_2px,swd,0.029515566304326057
388,0,6-25km,v,shift_2px,freq_l1,0.4280012845993042
388,0,6-25km,v,shift_2px,freq_l1_unweighted,0.895696222782135
388,0,6-25km,v,shift_2px,melr,5.1771934295175015e-08
388,0,6-25km,v,shift_2px,swd,0.07569584995508194
388,1,28-86km,u,shift_2px,freq_l1,0.43299272656440735
388,1,28-86km,u,shift_2px,freq_l1_unweighted,0.5870187282562256
388,1,28-86km,u,shift_2px,melr,1.725731202384395e-08
388,1,28-86km,u,shift_2px,swd,0.012405074201524258
388,1,28-86km,v,shift_2px,freq_l1,0.49387720227241516
